filename,label,R,G,B,L,A,B_lab,status
brown (100).jpg,Brown,240,181,151,200,146,152,ok
brown (101).jpg,Brown,204,160,131,177,140,149,ok
brown (102).jpg,Brown,164,112,87,133,145,150,ok
brown (103).jpg,Brown,207,171,137,185,136,150,ok
brown (104).jpg,Brown,238,193,159,207,139,151,ok
brown (105).jpg,Brown,222,168,152,187,146,144,ok
brown (106).jpg,Brown,222,168,135,187,144,153,ok
brown (107).jpg,Brown,182,132,104,152,144,151,ok
brown (108).jpg,Brown,164,119,93,138,142,149,ok
brown (109).jpg,Brown,162,115,78,134,142,156,ok
brown (11).jpg,Brown,197,136,97,158,147,158,ok
brown (110).jpg,Brown,162,114,89,134,144,149,ok
brown (111).jpg,Brown,150,110,89,127,141,146,ok
brown (112).jpg,Brown,133,94,74,111,141,146,ok
brown (113).jpg,Brown,151,123,103,137,136,143,ok
brown (114).jpg,Brown,162,111,85,131,145,151,ok
brown (115).jpg,Brown,217,178,154,192,139,146,ok
brown (116).jpg,Brown,174,118,98,140,148,148,ok
brown (117).jpg,Brown,221,176,131,191,138,157,ok
brown (118).jpg,Brown,211,160,148,179,145,142,ok
brown (119).jpg,Brown,245,182,151,202,147,153,ok
brown (12).jpg,Brown,210,158,121,176,143,155,ok
brown (120).jpg,Brown,186,136,109,156,144,150,ok
brown (121).jpg,Brown,230,170,138,190,146,153,ok
brown (122).jpg,Brown,174,121,100,142,146,148,ok
brown (123).jpg,Brown,159,114,93,133,143,147,ok
brown (124).jpg,Brown,223,172,143,190,143,150,ok
brown (125).jpg,Brown,167,123,85,141,140,155,ok
brown (13).jpg,Brown,237,194,184,209,142,139,ok
brown (14).jpg,Brown,218,179,155,193,139,146,ok
brown (15).jpg,Brown,231,188,171,203,141,142,ok
brown (16).jpg,Brown,169,115,83,136,145,154,ok
brown (17).jpg,Brown,234,174,147,194,146,150,ok
brown (18).jpg,Brown,245,189,161,207,144,150,ok
brown (19).jpg,Brown,178,125,97,146,145,151,ok
brown (2).jpg,Brown,223,166,132,185,145,154,ok
brown (20).jpg,Brown,151,100,67,120,145,155,ok
brown (21).jpg,Brown,148,96,64,117,146,155,ok
brown (22).jpg,Brown,177,135,111,152,141,147,ok
brown (23).jpg,Brown,229,179,144,196,141,153,ok
brown (24).jpg,Brown,225,165,120,185,145,160,ok
brown (25).jpg,Brown,221,174,153,191,142,145,ok
brown (26).jpg,Brown,224,171,141,189,143,151,ok
brown (27).jpg,Brown,227,171,145,190,145,149,ok
brown (28).jpg,Brown,167,119,94,138,144,149,ok
brown (29).jpg,Brown,168,123,101,142,143,147,ok
brown (3).jpg,Brown,175,118,82,140,146,157,ok
brown (30).jpg,Brown,194,135,93,156,146,160,ok
brown (31).jpg,Brown,231,181,144,197,141,154,ok
brown (32).jpg,Brown,234,178,157,197,145,147,ok
brown (33).jpg,Brown,234,189,166,204,141,146,ok
brown (34).jpg,Brown,241,183,151,201,145,152,ok
brown (35).jpg,Brown,233,185,157,201,141,149,ok
brown (36).jpg,Brown,242,194,161,209,141,151,ok
brown (37).jpg,Brown,241,198,170,212,139,148,ok
brown (38).jpg,Brown,154,104,78,124,145,151,ok
brown (39).jpg,Brown,188,137,103,156,143,154,ok
brown (4).jpg,Brown,196,134,92,156,147,160,ok
brown (40).jpg,Brown,183,131,99,151,144,153,ok
brown (41).jpg,Brown,165,128,83,143,136,158,ok
brown (42).jpg,Brown,139,97,76,115,142,147,ok
brown (43).jpg,Brown,183,114,76,139,151,160,ok
brown (44).jpg,Brown,153,111,91,129,142,146,ok
brown (45).jpg,Brown,244,170,124,193,150,163,ok
brown (46).jpg,Brown,225,180,124,194,137,163,ok
brown (47).jpg,Brown,246,191,159,208,144,152,ok
brown (48).jpg,Brown,244,187,149,205,144,155,ok
brown (49).jpg,Brown,187,126,98,149,148,153,ok
brown (5).jpg,Brown,247,173,137,196,151,157,ok
brown (50).jpg,Brown,222,163,140,184,147,149,ok
brown (51).jpg,Brown,243,207,185,218,137,144,ok
brown (52).jpg,Brown,245,196,171,211,142,147,ok
brown (53).jpg,Brown,161,110,83,130,145,151,ok
brown (54).jpg,Brown,228,186,166,201,140,144,ok
brown (55).jpg,Brown,236,190,164,205,141,147,ok
brown (56).jpg,Brown,149,99,92,120,147,140,ok
brown (57).jpg,Brown,232,168,136,189,148,154,ok
brown (58).jpg,Brown,216,174,158,190,141,142,ok
brown (59).jpg,Brown,207,139,101,163,150,159,ok
brown (6).jpg,Brown,202,182,137,191,129,154,ok
brown (60).jpg,Brown,168,122,96,141,143,149,ok
brown (61).jpg,Brown,152,107,81,126,143,150,ok
brown (62).jpg,Brown,212,156,128,176,145,151,ok
brown (63).jpg,Brown,235,191,143,204,137,158,ok
brown (64).jpg,Brown,208,155,139,175,146,144,ok
brown (65).jpg,Brown,158,113,101,132,144,142,ok
brown (66).jpg,Brown,165,119,89,138,142,152,ok
brown (67).jpg,Brown,237,181,170,200,147,141,ok
brown (68).jpg,Brown,148,105,85,123,143,146,ok
brown (69).jpg,Brown,245,191,166,208,144,148,ok
brown (7).jpg,Brown,241,188,154,205,142,153,ok
brown (70).jpg,Brown,248,180,147,201,149,155,ok
brown (71).jpg,Brown,236,188,165,204,142,146,ok
brown (72).jpg,Brown,246,186,162,205,146,149,ok
brown (73).jpg,Brown,236,193,164,207,139,148,ok
brown (74).jpg,Brown,233,181,154,198,143,149,ok
brown (75).jpg,Brown,244,185,150,203,145,154,ok
brown (76).jpg,Brown,226,178,151,195,142,148,ok
brown (77).jpg,Brown,166,107,84,130,149,151,ok
brown (78).jpg,Brown,228,174,152,193,145,147,ok
brown (79).jpg,Brown,239,193,172,208,141,145,ok
brown (8).jpg,Brown,180,124,107,146,148,146,ok
brown (80).jpg,Brown,249,179,153,201,150,151,ok
brown (81).jpg,Brown,242,190,162,206,143,149,ok
brown (82).jpg,Brown,151,99,83,120,147,146,ok
brown (83).jpg,Brown,160,101,70,124,149,155,ok
brown (84).jpg,Brown,235,175,152,195,147,148,ok
brown (85).jpg,Brown,238,176,146,196,147,152,ok
brown (86).jpg,Brown,245,193,161,209,142,151,ok
brown (87).jpg,Brown,215,174,156,190,140,143,ok
brown (88).jpg,Brown,215,171,151,187,141,144,ok
brown (89).jpg,Brown,197,169,149,182,135,142,ok
brown (9).jpg,Brown,215,162,117,180,142,159,ok
brown (90).jpg,Brown,237,185,162,202,144,147,ok
brown (91).jpg,Brown,245,182,157,202,148,150,ok
brown (92).jpg,Brown,249,201,150,214,138,160,ok
brown (93).jpg,Brown,233,173,164,194,149,141,ok
brown (94).jpg,Brown,231,181,164,198,144,144,ok
brown (95).jpg,Brown,167,126,100,143,140,148,ok
brown (96).jpg,Brown,188,135,122,156,147,143,ok
brown (97).jpg,Brown,248,185,169,205,149,145,ok
brown (98).jpg,Brown,176,127,96,146,143,152,ok
brown (99).jpg,Brown,249,201,150,214,138,160,ok
white (1).jpg,White,237,211,191,220,134,141,ok
white (10).jpg,White,213,193,184,203,134,135,ok
white (100).jpg,White,240,202,186,215,139,141,ok
white (101).jpg,White,230,187,169,202,141,143,ok
white (102).jpg,White,239,214,201,223,135,138,ok
white (103).jpg,White,237,213,199,222,134,138,ok
white (104).jpg,White,246,189,163,207,145,149,ok
white (105).jpg,White,230,207,184,215,132,142,ok
white (106).jpg,White,237,193,165,207,140,148,ok
white (107).jpg,White,217,190,173,201,135,140,ok
white (108).jpg,White,226,202,187,212,134,139,ok
white (109).jpg,White,234,203,185,214,136,141,ok
white (11).jpg,White,227,202,194,212,135,135,ok
white (110).jpg,White,233,193,171,207,139,144,ok
white (111).jpg,White,226,183,176,199,142,137,ok
white (112).jpg,White,238,182,166,201,146,144,ok
white (113).jpg,White,225,188,162,201,137,146,ok
white (114).jpg,White,234,196,173,209,138,145,ok
white (115).jpg,White,231,179,165,197,145,142,ok
white (116).jpg,White,237,194,166,208,139,148,ok
white (117).jpg,White,237,195,179,209,141,142,ok
white (118).jpg,White,237,201,180,213,138,143,ok
white (119).jpg,White,230,182,175,199,144,138,ok
white (12).jpg,White,239,199,184,212,140,141,ok
white (120).jpg,White,237,164,151,189,153,146,ok
white (121).jpg,White,230,204,186,214,134,140,ok
white (122).jpg,White,227,190,162,203,137,147,ok
white (123).jpg,White,201,154,131,172,142,147,ok
white (124).jpg,White,229,174,149,193,145,149,ok
white (125).jpg,White,198,158,123,173,138,152,ok
white (13).jpg,White,232,191,172,205,140,143,ok
white (14).jpg,White,232,179,162,197,145,144,ok
white (15).jpg,White,243,214,189,223,134,144,ok
white (16).jpg,White,225,178,147,194,141,150,ok
white (17).jpg,White,245,205,185,218,139,143,ok
white (18).jpg,White,221,170,141,188,143,150,ok
white (19).jpg,White,231,205,196,215,136,136,ok
white (2).jpg,White,227,211,204,219,132,133,ok
white (20).jpg,White,241,203,170,215,137,149,ok
white (21).jpg,White,231,195,167,207,137,147,ok
white (22).jpg,White,223,178,163,194,142,142,ok
white (23).jpg,White,227,208,200,216,133,134,ok
white (24).jpg,White,230,197,188,209,138,137,ok
white (25).jpg,White,239,213,180,221,132,148,ok
white (26).jpg,White,191,148,131,166,142,143,ok
white (27).jpg,White,223,204,180,212,131,142,ok
white (28).jpg,White,233,186,174,202,143,141,ok
white (29).jpg,White,236,194,167,208,139,147,ok
white (3).jpg,White,229,192,177,205,139,140,ok
white (30).jpg,White,227,195,175,207,136,142,ok
white (31).jpg,White,242,214,208,224,137,134,ok
white (32).jpg,White,227,210,203,218,133,134,ok
white (33).jpg,White,189,143,117,161,142,148,ok
white (34).jpg,White,242,209,189,220,136,142,ok
white (35).jpg,White,248,191,142,208,142,161,ok
white (36).jpg,White,196,150,129,168,142,146,ok
white (37).jpg,White,244,195,174,211,143,145,ok
white (38).jpg,White,239,207,197,218,138,137,ok
white (39).jpg,White,223,200,190,210,135,136,ok
white (4).jpg,White,214,170,150,186,141,144,ok
white (40).jpg,White,244,192,152,208,141,155,ok
white (41).jpg,White,245,216,204,226,136,138,ok
white (42).jpg,White,237,187,164,204,143,147,ok
white (43).jpg,White,229,177,160,195,145,144,ok
white (44).jpg,White,209,184,177,196,136,135,ok
white (45).jpg,White,227,170,156,190,147,143,ok
white (46).jpg,White,221,180,162,195,140,143,ok
white (47).jpg,White,201,157,141,174,142,143,ok
white (48).jpg,White,239,204,179,215,137,145,ok
white (49).jpg,White,229,195,169,207,136,146,ok
white (5).jpg,White,245,204,183,217,139,144,ok
white (50).jpg,White,233,191,161,205,139,149,ok
white (51).jpg,White,202,147,120,167,145,150,ok
white (52).jpg,White,243,202,179,215,139,145,ok
white (53).jpg,White,225,204,196,213,134,135,ok
white (54).jpg,White,207,171,142,185,137,148,ok
white (55).jpg,White,221,196,186,207,135,136,ok
white (56).jpg,White,222,189,182,202,139,136,ok
white (57).jpg,White,229,199,156,209,132,153,ok
white (58).jpg,White,240,202,185,215,139,141,ok
white (59).jpg,White,234,183,156,200,143,149,ok
white (6).jpg,White,194,140,101,160,144,157,ok
white (60).jpg,White,228,210,201,218,133,135,ok
white (61).jpg,White,242,203,187,216,139,141,ok
white (62).jpg,White,244,206,186,218,138,143,ok
white (63).jpg,White,243,196,175,211,142,145,ok
white (64).jpg,White,226,201,195,211,136,134,ok
white (65).jpg,White,242,190,161,206,143,150,ok
white (66).jpg,White,237,202,192,214,139,138,ok
white (67).jpg,White,231,195,180,208,138,140,ok
white (68).jpg,White,237,180,153,199,145,150,ok
white (69).jpg,White,211,185,168,196,135,140,ok
white (7).jpg,White,233,202,195,214,138,136,ok
white (70).jpg,White,235,195,169,208,138,146,ok
white (71).jpg,White,235,196,187,210,140,138,ok
white (72).jpg,White,235,189,178,205,143,140,ok
white (73).jpg,White,233,214,198,221,132,138,ok
white (74).jpg,White,246,206,179,218,138,147,ok
white (75).jpg,White,239,172,138,194,148,155,ok
white (76).jpg,White,246,211,157,220,133,159,ok
white (77).jpg,White,229,186,172,201,141,141,ok
white (78).jpg,White,234,192,167,206,139,146,ok
white (79).jpg,White,247,215,184,224,135,147,ok
white (8).jpg,White,204,170,162,185,139,137,ok
white (80).jpg,White,221,204,196,212,133,134,ok
white (81).jpg,White,224,186,167,200,139,143,ok
white (82).jpg,White,245,219,188,227,132,147,ok
white (83).jpg,White,224,194,187,206,138,135,ok
white (84).jpg,White,235,204,187,215,136,140,ok
white (85).jpg,White,235,187,166,203,142,145,ok
white (86).jpg,White,230,190,170,204,139,143,ok
white (87).jpg,White,239,200,177,213,138,145,ok
white (88).jpg,White,235,184,155,201,142,150,ok
white (89).jpg,White,228,192,158,204,136,150,ok
white (9).jpg,White,222,186,172,200,139,140,ok
white (90).jpg,White,229,210,186,217,131,142,ok
white (91).jpg,White,219,193,173,204,134,141,ok
white (92).jpg,White,231,198,168,209,135,147,ok
white (93).jpg,White,223,185,161,199,138,145,ok
white (94).jpg,White,218,175,164,191,142,140,ok
white (95).jpg,White,229,202,192,213,136,136,ok
white (96).jpg,White,208,164,146,181,142,144,ok
white (97).jpg,White,223,188,165,201,137,144,ok
white (98).jpg,White,220,201,187,210,132,137,ok
white (99).jpg,White,246,197,177,213,143,145,ok
