filename,label,R,G,B,L,A,B_lab,status
black (25).jpg,Black,201,163,146,179,139,142,ok
black (26).jpg,Black,221,171,146,189,143,148,ok
black (27).jpg,Black,230,164,119,186,147,161,ok
black (28).jpg,Black,201,158,147,176,142,140,ok
black (29).jpg,Black,219,172,141,189,141,151,ok
black (3).jpg,Black,214,170,150,186,141,144,ok
black (30).jpg,Black,210,161,145,180,144,143,ok
black (31).jpg,Black,212,162,131,180,142,151,ok
black (32).jpg,Black,218,153,119,176,148,156,ok
black (33).jpg,Black,191,169,157,181,134,137,ok
black (34).jpg,Black,215,167,146,185,143,146,ok
black (35).jpg,Black,202,165,155,181,140,138,ok
black (36).jpg,Black,207,164,147,181,141,143,ok
black (37).jpg,Black,209,175,157,189,138,142,ok
black (38).jpg,Black,214,169,141,185,141,149,ok
black (39).jpg,Black,220,171,143,188,142,149,ok
black (4).jpg,Black,185,167,156,178,133,136,ok
black (40).jpg,Black,213,168,135,184,140,151,ok
black (41).jpg,Black,217,161,136,181,146,149,ok
black (42).jpg,Black,202,173,162,186,137,138,ok
black (43).jpg,Black,221,168,146,187,145,147,ok
black (44).jpg,Black,216,168,149,186,143,145,ok
black (45).jpg,Black,225,170,142,189,145,150,ok
black (46).jpg,Black,213,174,143,188,138,149,ok
black (47).jpg,Black,220,163,126,182,145,155,ok
black (48).jpg,Black,216,160,140,180,146,147,ok
black (49).jpg,Black,223,163,140,184,147,149,ok
black (5).jpg,Black,228,170,132,189,145,156,ok
black (50).jpg,Black,220,163,137,183,146,150,ok
black (51).jpg,Black,217,169,139,186,142,150,ok
black (52).jpg,Black,221,170,142,188,143,150,ok
black (53).jpg,Black,226,168,136,188,145,153,ok
black (54).jpg,Black,203,161,146,178,141,142,ok
black (55).jpg,Black,225,170,136,189,144,153,ok
black (56).jpg,Black,210,164,154,182,143,140,ok
black (57).jpg,Black,219,169,149,187,144,145,ok
black (58).jpg,Black,205,167,150,182,139,142,ok
black (59).jpg,Black,202,165,149,180,139,141,ok
black (6).jpg,Black,210,165,145,182,142,145,ok
black (60).jpg,Black,202,170,160,184,138,137,ok
black (61).jpg,Black,220,168,154,187,145,143,ok
black (62).jpg,Black,208,168,148,184,140,144,ok
black (63).jpg,Black,209,165,151,182,142,141,ok
black (64).jpg,Black,213,164,132,181,142,152,ok
black (65).jpg,Black,216,170,134,186,140,153,ok
black (66).jpg,Black,211,174,148,188,138,146,ok
black (67).jpg,Black,211,170,159,186,141,139,ok
black (68).jpg,Black,217,171,134,187,140,154,ok
black (69).jpg,Black,214,172,136,187,138,152,ok
black (7).jpg,Black,194,142,120,162,145,148,ok
black (70).jpg,Black,203,173,163,186,137,137,ok
black (71).jpg,Black,214,169,152,186,142,143,ok
black (72).jpg,Black,213,165,142,183,142,147,ok
black (73).jpg,Black,203,176,155,188,134,142,ok
black (74).jpg,Black,191,167,154,179,135,138,ok
black (75).jpg,Black,202,173,139,185,133,149,ok
black (76).jpg,Black,207,175,146,188,135,147,ok
black (77).jpg,Black,221,171,145,189,143,148,ok
black (78).jpg,Black,207,167,149,183,140,143,ok
black (79).jpg,Black,227,167,127,187,145,157,ok
black (8).jpg,Black,221,164,136,184,145,151,ok
black (80).jpg,Black,205,176,166,189,137,137,ok
black (81).jpg,Black,187,159,148,173,137,138,ok
black (82).jpg,Black,222,170,148,188,144,147,ok
black (83).jpg,Black,208,159,150,178,145,140,ok
black (84).jpg,Black,191,148,132,166,142,143,ok
black (85).jpg,Black,190,164,156,177,136,136,ok
black (86).jpg,Black,217,165,131,183,143,153,ok
black (87).jpg,Black,203,159,141,176,142,144,ok
black (88).jpg,Black,211,165,141,182,142,147,ok
black (89).jpg,Black,202,157,143,175,143,142,ok
black (9).jpg,Black,219,164,128,183,144,155,ok
black (90).jpg,Black,209,167,132,182,139,152,ok
black (91).jpg,Black,211,163,137,181,142,148,ok
black (92).jpg,Black,213,170,145,186,140,147,ok
black (93).jpg,Black,216,157,127,178,146,152,ok
black (94).jpg,Black,214,174,154,189,140,144,ok
black (95).jpg,Black,212,164,139,182,142,148,ok
black (96).jpg,Black,186,158,145,172,136,139,ok
black (97).jpg,Black,198,149,125,168,143,148,ok
black (98).jpg,Black,209,167,150,183,141,143,ok
black (99).jpg,Black,211,164,146,182,143,144,ok
brown (1).jpg,Brown,224,167,133,186,145,154,ok
brown (10).jpg,Brown,223,159,134,181,149,151,ok
brown (100).jpg,Brown,221,163,132,183,145,153,ok
brown (101).jpg,Brown,210,168,138,184,139,149,ok
brown (102).jpg,Brown,212,166,141,183,141,147,ok
brown (103).jpg,Brown,208,171,135,185,136,152,ok
brown (104).jpg,Brown,215,170,136,186,140,152,ok
brown (105).jpg,Brown,216,167,151,185,144,143,ok
brown (106).jpg,Brown,216,167,134,184,142,152,ok
brown (107).jpg,Brown,219,172,143,189,141,150,ok
brown (108).jpg,Brown,218,171,143,188,141,149,ok
brown (109).jpg,Brown,217,170,126,186,139,157,ok
brown (11).jpg,Brown,229,175,134,193,142,157,ok
brown (110).jpg,Brown,206,159,132,176,142,149,ok
brown (111).jpg,Brown,204,166,146,181,139,144,ok
brown (112).jpg,Brown,212,174,151,188,138,145,ok
brown (113).jpg,Brown,194,165,147,178,136,141,ok
brown (114).jpg,Brown,217,168,140,185,142,149,ok
brown (115).jpg,Brown,212,174,150,188,138,146,ok
brown (116).jpg,Brown,217,170,150,187,142,145,ok
brown (117).jpg,Brown,214,173,127,187,137,157,ok
brown (118).jpg,Brown,210,160,147,179,145,142,ok
brown (119).jpg,Brown,225,158,124,181,149,156,ok
brown (12).jpg,Brown,218,169,131,186,141,155,ok
brown (120).jpg,Brown,222,178,149,193,140,149,ok
brown (121).jpg,Brown,221,166,136,185,144,151,ok
brown (122).jpg,Brown,221,171,150,189,143,146,ok
brown (123).jpg,Brown,217,173,150,189,141,146,ok
brown (124).jpg,Brown,213,161,132,180,144,151,ok
brown (125).jpg,Brown,192,151,113,167,138,154,ok
brown (13).jpg,Brown,216,167,154,185,144,142,ok
brown (14).jpg,Brown,213,176,151,190,138,146,ok
brown (15).jpg,Brown,217,171,154,188,142,143,ok
brown (16).jpg,Brown,216,171,141,187,140,150,ok
brown (17).jpg,Brown,226,169,140,188,145,151,ok
brown (18).jpg,Brown,219,161,131,181,146,152,ok
brown (19).jpg,Brown,220,172,145,189,142,149,ok
brown (2).jpg,Brown,217,164,129,182,143,154,ok
brown (20).jpg,Brown,218,166,128,184,142,155,ok
brown (21).jpg,Brown,217,165,128,183,142,155,ok
brown (22).jpg,Brown,209,168,144,184,140,146,ok
brown (23).jpg,Brown,218,170,134,187,141,153,ok
brown (24).jpg,Brown,221,167,120,185,142,160,ok
brown (25).jpg,Brown,216,173,153,189,141,144,ok
brown (26).jpg,Brown,212,162,132,180,142,151,ok
brown (27).jpg,Brown,211,160,135,179,144,148,ok
brown (28).jpg,Brown,214,170,142,186,140,149,ok
brown (29).jpg,Brown,217,173,151,189,141,145,ok
brown (3).jpg,Brown,222,174,140,190,141,152,ok
brown (30).jpg,Brown,223,176,140,192,140,153,ok
brown (31).jpg,Brown,219,171,134,188,141,154,ok
brown (32).jpg,Brown,219,164,143,184,146,147,ok
brown (33).jpg,Brown,218,176,152,191,140,146,ok
brown (34).jpg,Brown,226,166,132,186,146,154,ok
brown (35).jpg,Brown,221,177,148,193,140,149,ok
brown (36).jpg,Brown,223,174,139,191,141,153,ok
brown (37).jpg,Brown,214,170,140,186,140,150,ok
brown (38).jpg,Brown,215,170,143,186,141,148,ok
brown (39).jpg,Brown,217,172,143,188,140,149,ok
brown (4).jpg,Brown,226,171,126,189,142,159,ok
brown (40).jpg,Brown,216,170,140,186,141,150,ok
brown (41).jpg,Brown,205,173,124,185,133,158,ok
brown (42).jpg,Brown,207,164,137,180,140,148,ok
brown (43).jpg,Brown,226,164,117,184,146,161,ok
brown (44).jpg,Brown,208,168,146,183,139,145,ok
brown (45).jpg,Brown,230,165,118,186,147,162,ok
brown (46).jpg,Brown,219,176,119,190,136,163,ok
brown (47).jpg,Brown,226,166,132,186,146,154,ok
brown (48).jpg,Brown,221,163,126,183,145,156,ok
brown (49).jpg,Brown,222,173,140,190,142,152,ok
brown (5).jpg,Brown,233,168,131,189,148,157,ok
brown (50).jpg,Brown,222,169,145,188,144,148,ok
brown (51).jpg,Brown,207,165,139,181,140,147,ok
brown (52).jpg,Brown,214,163,138,181,144,148,ok
brown (53).jpg,Brown,213,161,131,180,143,151,ok
brown (54).jpg,Brown,206,166,145,182,140,144,ok
brown (55).jpg,Brown,212,165,138,182,142,149,ok
brown (56).jpg,Brown,206,159,151,178,144,139,ok
brown (57).jpg,Brown,226,168,137,188,145,152,ok
brown (58).jpg,Brown,206,165,149,181,141,142,ok
brown (59).jpg,Brown,218,165,127,183,143,155,ok
brown (6).jpg,Brown,191,171,126,180,129,154,ok
brown (60).jpg,Brown,215,171,142,187,140,149,ok
brown (61).jpg,Brown,207,166,144,182,140,145,ok
brown (62).jpg,Brown,223,173,144,190,142,150,ok
brown (63).jpg,Brown,211,166,119,182,139,159,ok
brown (64).jpg,Brown,214,168,152,185,143,143,ok
brown (65).jpg,Brown,215,166,152,184,144,142,ok
brown (66).jpg,Brown,216,173,140,188,139,151,ok
brown (67).jpg,Brown,217,162,149,182,147,143,ok
brown (68).jpg,Brown,208,168,148,184,140,144,ok
brown (69).jpg,Brown,220,168,142,186,144,149,ok
brown (7).jpg,Brown,223,177,143,193,140,152,ok
brown (70).jpg,Brown,228,162,129,184,149,155,ok
brown (71).jpg,Brown,216,172,149,188,141,146,ok
brown (72).jpg,Brown,220,161,135,182,147,150,ok
brown (73).jpg,Brown,215,169,139,185,141,150,ok
brown (74).jpg,Brown,217,168,141,185,142,149,ok
brown (75).jpg,Brown,222,167,131,186,144,154,ok
brown (76).jpg,Brown,213,167,138,184,141,149,ok
brown (77).jpg,Brown,216,159,125,179,145,154,ok
brown (78).jpg,Brown,216,165,143,184,144,147,ok
brown (79).jpg,Brown,211,165,144,182,142,145,ok
brown (8).jpg,Brown,218,173,154,190,142,144,ok
brown (80).jpg,Brown,226,158,132,181,150,152,ok
brown (81).jpg,Brown,215,164,137,182,143,149,ok
brown (82).jpg,Brown,217,163,150,183,146,143,ok
brown (83).jpg,Brown,222,162,127,182,146,155,ok
brown (84).jpg,Brown,220,165,139,184,145,149,ok
brown (85).jpg,Brown,225,167,136,187,145,152,ok
brown (86).jpg,Brown,220,169,136,187,142,152,ok
brown (87).jpg,Brown,212,171,153,187,140,143,ok
brown (88).jpg,Brown,205,165,144,181,140,144,ok
brown (89).jpg,Brown,196,168,148,181,135,142,ok
brown (9).jpg,Brown,219,169,124,186,141,158,ok
brown (90).jpg,Brown,214,164,141,182,143,147,ok
brown (91).jpg,Brown,222,163,135,183,146,151,ok
brown (92).jpg,Brown,221,168,117,185,141,162,ok
brown (93).jpg,Brown,206,150,138,171,147,143,ok
brown (94).jpg,Brown,207,160,142,178,143,144,ok
brown (95).jpg,Brown,214,176,150,190,138,147,ok
brown (96).jpg,Brown,219,170,156,188,144,142,ok
brown (97).jpg,Brown,224,160,143,183,150,146,ok
brown (98).jpg,Brown,218,169,137,186,142,151,ok
brown (99).jpg,Brown,221,169,118,186,141,162,ok
white (1).jpg,White,205,181,160,192,133,142,ok
white (10).jpg,White,187,167,158,179,134,135,ok
white (100).jpg,White,217,178,160,193,139,143,ok
white (101).jpg,White,212,168,149,185,141,144,ok
white (102).jpg,White,198,171,158,184,136,138,ok
white (103).jpg,White,194,167,151,180,135,140,ok
white (104).jpg,White,225,172,146,190,144,149,ok
white (105).jpg,White,206,182,158,193,133,143,ok
white (106).jpg,White,219,178,151,193,139,147,ok
white (107).jpg,White,202,174,157,186,135,140,ok
white (108).jpg,White,198,173,158,185,135,139,ok
white (109).jpg,White,210,179,160,192,136,142,ok
white (11).jpg,White,197,173,164,185,135,136,ok
white (110).jpg,White,217,177,155,192,139,145,ok
white (111).jpg,White,204,161,155,179,143,137,ok
white (112).jpg,White,219,169,153,187,144,143,ok
white (113).jpg,White,212,175,149,189,138,146,ok
white (114).jpg,White,210,172,149,187,138,145,ok
white (115).jpg,White,220,174,160,191,143,142,ok
white (116).jpg,White,215,173,144,188,139,149,ok
white (117).jpg,White,218,174,156,190,141,143,ok
white (118).jpg,White,212,178,156,191,137,144,ok
white (119).jpg,White,200,151,142,170,145,140,ok
white (12).jpg,White,218,177,162,193,141,141,ok
white (120).jpg,White,220,156,142,179,150,145,ok
white (121).jpg,White,197,170,151,182,135,141,ok
white (122).jpg,White,211,173,143,187,138,149,ok
white (123).jpg,White,216,177,161,192,140,141,ok
white (124).jpg,White,221,168,142,187,144,149,ok
white (125).jpg,White,218,182,147,195,136,151,ok
white (13).jpg,White,213,175,157,190,139,142,ok
white (14).jpg,White,220,170,152,188,144,144,ok
white (15).jpg,White,196,168,144,180,134,144,ok
white (16).jpg,White,219,175,143,190,140,151,ok
white (17).jpg,White,217,178,159,193,139,143,ok
white (18).jpg,White,218,179,156,193,139,145,ok
white (19).jpg,White,202,175,166,188,136,136,ok
white (2).jpg,White,186,170,162,181,132,134,ok
white (20).jpg,White,207,168,133,183,137,152,ok
white (21).jpg,White,211,177,149,190,136,147,ok
white (22).jpg,White,215,172,157,188,141,142,ok
white (23).jpg,White,192,173,165,184,134,135,ok
white (24).jpg,White,204,169,160,184,139,137,ok
white (25).jpg,White,207,182,148,192,132,149,ok
white (26).jpg,White,205,167,151,182,139,142,ok
white (27).jpg,White,194,175,151,185,131,143,ok
white (28).jpg,White,217,173,160,190,142,141,ok
white (29).jpg,White,220,179,150,194,139,148,ok
white (3).jpg,White,209,174,158,188,138,141,ok
white (30).jpg,White,206,175,156,188,136,142,ok
white (31).jpg,White,203,177,171,189,136,134,ok
white (32).jpg,White,188,172,164,182,132,134,ok
white (33).jpg,White,205,167,141,182,138,147,ok
white (34).jpg,White,213,179,159,192,137,143,ok
white (35).jpg,White,223,169,120,187,142,161,ok
white (36).jpg,White,215,178,157,192,138,144,ok
white (37).jpg,White,220,172,151,189,143,146,ok
white (38).jpg,White,208,176,166,190,138,137,ok
white (39).jpg,White,200,177,166,188,134,137,ok
white (4).jpg,White,214,178,162,192,139,141,ok
white (40).jpg,White,227,176,136,193,141,156,ok
white (41).jpg,White,210,182,169,194,136,138,ok
white (42).jpg,White,225,174,150,192,143,147,ok
white (43).jpg,White,212,164,147,182,143,144,ok
white (44).jpg,White,193,168,161,181,136,135,ok
white (45).jpg,White,219,165,150,185,146,143,ok
white (46).jpg,White,212,175,157,190,139,142,ok
white (47).jpg,White,208,175,161,189,138,140,ok
white (48).jpg,White,212,179,155,192,136,145,ok
white (49).jpg,White,214,182,155,194,135,146,ok
white (5).jpg,White,218,178,156,193,139,145,ok
white (50).jpg,White,217,178,148,192,138,149,ok
white (51).jpg,White,221,175,149,191,141,148,ok
white (52).jpg,White,211,170,147,186,140,146,ok
white (53).jpg,White,200,177,169,189,135,135,ok
white (54).jpg,White,211,181,151,193,134,147,ok
white (55).jpg,White,199,173,162,185,136,137,ok
white (56).jpg,White,204,171,164,185,139,136,ok
white (57).jpg,White,202,173,129,184,132,154,ok
white (58).jpg,White,209,173,155,187,138,142,ok
white (59).jpg,White,219,172,145,189,141,148,ok
white (6).jpg,White,221,176,142,192,140,152,ok
white (60).jpg,White,186,168,159,179,133,135,ok
white (61).jpg,White,217,177,160,192,140,142,ok
white (62).jpg,White,217,179,159,193,139,143,ok
white (63).jpg,White,218,172,152,189,142,145,ok
white (64).jpg,White,194,169,162,182,136,135,ok
white (65).jpg,White,216,166,136,184,142,151,ok
white (66).jpg,White,202,169,160,183,139,137,ok
white (67).jpg,White,206,171,155,185,138,141,ok
white (68).jpg,White,220,171,144,188,142,149,ok
white (69).jpg,White,197,171,153,183,135,141,ok
white (7).jpg,White,198,169,161,183,137,136,ok
white (70).jpg,White,211,171,144,186,139,147,ok
white (71).jpg,White,206,169,160,184,140,138,ok
white (72).jpg,White,216,174,163,190,142,139,ok
white (73).jpg,White,185,166,150,177,132,139,ok
white (74).jpg,White,214,173,146,188,139,148,ok
white (75).jpg,White,226,163,129,184,147,155,ok
white (76).jpg,White,213,173,120,187,136,161,ok
white (77).jpg,White,210,170,155,186,140,141,ok
white (78).jpg,White,213,173,148,188,139,146,ok
white (79).jpg,White,207,174,144,187,136,148,ok
white (8).jpg,White,201,169,160,183,138,137,ok
white (80).jpg,White,183,164,153,175,133,136,ok
white (81).jpg,White,215,178,159,192,139,143,ok
white (82).jpg,White,204,176,145,188,134,148,ok
white (83).jpg,White,202,172,164,186,138,136,ok
white (84).jpg,White,206,174,157,187,137,141,ok
white (85).jpg,White,217,170,150,187,142,145,ok
white (86).jpg,White,207,166,147,182,140,144,ok
white (87).jpg,White,219,178,152,193,139,147,ok
white (88).jpg,White,220,172,144,189,142,149,ok
white (89).jpg,White,209,176,141,189,135,150,ok
white (9).jpg,White,204,170,157,184,138,139,ok
white (90).jpg,White,197,176,153,186,132,143,ok
white (91).jpg,White,197,171,151,183,134,142,ok
white (92).jpg,White,208,173,142,186,136,149,ok
white (93).jpg,White,207,170,147,185,138,145,ok
white (94).jpg,White,210,170,158,186,141,140,ok
white (95).jpg,White,196,169,158,182,136,137,ok
white (96).jpg,White,207,167,149,183,140,143,ok
white (97).jpg,White,206,175,151,188,136,144,ok
white (98).jpg,White,186,168,154,179,132,138,ok
white (99).jpg,White,217,168,148,186,143,145,ok
