filename,label,R_grabcut,G_grabcut,B_grabcut,L_grabcut,A_grabcut,B_lab_grabcut,status,Filename,Hex,R_gt,G_gt,B_gt,L_gt,A_gt,B_lab_gt,DeltaE
black (116).jpg,Black,210,171,147,186,139,146,ok,black (116).jpg,#9C6D52,156,109,82,128,143,151,22.29
black (117).jpg,Black,205,166,144,181,139,145,ok,black (117).jpg,#5F3819,95,56,25,71,142,154,51.47
black (118).jpg,Black,211,166,141,183,141,147,ok,black (118).jpg,#8A563F,138,86,63,107,147,150,31.37
black (119).jpg,Black,210,166,145,183,141,145,ok,black (119).jpg,#8A5335,138,83,53,104,148,155,32.93
black (12).jpg,Black,220,166,142,185,145,148,ok,black (12).jpg,##AA684E,170,104,64,129,151,161,21.6
black (120).jpg,Black,207,163,150,180,142,141,ok,black (120).jpg,#4D1D11,77,29,17,46,150,147,68.99
black (121).jpg,Black,200,169,151,182,136,142,ok,black (121).jpg,#75462B,117,70,43,88,145,153,41.38
black (122).jpg,Black,192,167,144,179,134,143,ok,black (122).jpg,#563C2C,86,60,44,71,137,143,50.88
black (123).jpg,Black,200,169,148,182,136,143,ok,black (123).jpg,#795032,121,80,50,97,142,152,36.33
black (124).jpg,Black,203,166,137,180,137,148,ok,black (124).jpg,#715138,113,81,56,95,138,148,36.78
black (125).jpg,Black,219,171,148,188,142,147,ok,black (125).jpg,#6E2E24,110,46,36,71,156,148,53.5
black (13).jpg,Black,192,167,144,179,134,143,ok,black (13).jpg,#4B351E,75,53,30,62,135,147,56.93
black (14).jpg,Black,203,166,137,180,137,148,ok,black (14).jpg,#725139,114,81,57,95,139,148,36.79
black (16).jpg,Black,212,160,150,180,146,141,ok,black (16).jpg,#733D2B,115,61,43,82,150,150,44.3
black (17).jpg,Black,197,164,150,178,138,140,ok,black (17).jpg,#7A4B3B,122,75,59,94,146,146,36.73
black (18).jpg,Black,205,166,144,181,139,145,ok,black (18).jpg,#603920,96,57,32,72,143,151,50.81
black (19).jpg,Black,219,171,139,188,141,151,ok,black (19).jpg,#955937,149,89,55,112,149,158,30.44
black (2).jpg,Black,198,170,152,183,135,141,ok,black (2).jpg,#704932,112,73,50,89,142,148,41.09
black (21).jpg,Black,208,165,146,182,141,144,ok,black (21).jpg,#57291C,87,41,28,58,148,146,60.57
black (22).jpg,Black,216,167,147,185,143,145,ok,black (22).jpg,#834735,131,71,53,95,152,150,38.35
black (23).jpg,Black,192,167,155,179,135,138,ok,black (23).jpg,#703619,112,54,25,76,152,157,47.74
black (24).jpg,Black,217,172,137,188,140,152,ok,black (24).jpg,#9D6738,157,103,56,124,145,163,24.78
black (25).jpg,Black,201,163,146,179,139,142,ok,black (25).jpg,#7D4430,125,68,48,90,150,151,39.31
black (26).jpg,Black,221,171,146,189,143,148,ok,black (26).jpg,#9E6048,158,96,72,120,151,152,26.92
black (27).jpg,Black,230,164,119,186,147,161,ok,black (27).jpg,#AD5F3B,173,95,59,124,157,162,24.19
black (28).jpg,Black,201,158,147,176,142,140,ok,black (28).jpg,#473B3C,71,59,60,67,133,130,52.67
black (29).jpg,Black,219,172,141,189,141,151,ok,black (29).jpg,#A7694A,167,105,74,129,149,156,22.81
black (3).jpg,Black,214,170,150,186,141,144,ok,black (3).jpg,#534035,83,64,53,74,134,138,50.96
black (30).jpg,Black,210,161,145,180,144,143,ok,black (30).jpg,#613729,97,55,41,71,145,145,51.16
black (31).jpg,Black,212,162,131,180,142,151,ok,black (31).jpg,#90512F,144,81,47,105,151,159,31.46
black (32).jpg,Black,218,153,119,176,148,156,ok,black (32).jpg,#8E4723,142,71,35,98,155,162,33.88
black (33).jpg,Black,191,169,157,181,134,137,ok,black (33).jpg,#5D493D,93,73,61,84,134,138,43.39
black (34).jpg,Black,215,167,146,185,143,146,ok,black (34).jpg,#7C483A,124,72,58,93,149,146,39.45
black (35).jpg,Black,202,165,155,181,140,138,ok,black (35).jpg,#582814,88,40,20,57,148,151,61.03
black (36).jpg,Black,207,164,147,181,141,143,ok,black (36).jpg,#813A1C,129,58,28,85,157,160,42.85
black (37).jpg,Black,209,175,157,189,138,142,ok,black (37).jpg,#A0725A,160,114,90,133,143,148,21.04
black (38).jpg,Black,214,169,141,185,141,149,ok,black (38).jpg,#6D5356,109,83,86,97,139,130,37.48
black (39).jpg,Black,220,171,143,188,142,149,ok,black (39).jpg,#874435,135,68,53,95,155,150,39.33
black (4).jpg,Black,185,167,156,178,133,136,ok,black (4).jpg,#3F2D23,63,45,35,52,134,138,63.87
black (41).jpg,Black,217,161,136,181,146,149,ok,black (41).jpg,#A16B51,161,107,81,128,147,151,20.66
black (42).jpg,Black,202,173,162,186,137,138,ok,black (42).jpg,#803309,128,51,9,81,159,167,46.8
black (43).jpg,Black,221,168,146,187,145,147,ok,black (43).jpg,#995A42,153,90,66,115,151,153,28.66
black (44).jpg,Black,216,168,149,186,143,145,ok,black (44).jpg,#8F5844,143,88,68,110,148,149,30.8
black (46).jpg,Black,213,174,143,188,138,149,ok,black (46).jpg,#87603F,135,96,63,112,140,153,30.42
black (47).jpg,Black,220,163,126,182,145,155,ok,black (47).jpg,#B36034,179,96,52,127,158,167,21.5
black (48).jpg,Black,216,160,140,180,146,147,ok,black (48).jpg,#9E6D4A,158,109,74,129,143,155,20.03
black (50).jpg,Black,220,163,137,183,146,150,ok,black (50).jpg,#9C4D32,156,77,50,108,159,159,30.9
black (51).jpg,Black,217,169,139,186,142,150,ok,black (51).jpg,#A96743,169,103,67,128,151,159,22.31
black (52).jpg,Black,221,170,142,188,143,150,ok,black (52).jpg,#9C6953,156,105,83,126,146,149,23.83
black (54).jpg,Black,203,161,146,178,141,142,ok,black (54).jpg,#784230,120,66,48,87,149,149,40.72
black (55).jpg,Black,225,170,136,189,144,153,ok,black (55).jpg,#B36D3C,179,109,60,135,151,166,20.24
black (58).jpg,Black,205,167,150,182,139,142,ok,black (58).jpg,#A06A51,160,106,81,128,147,151,21.02
black (59).jpg,Black,202,165,149,180,139,141,ok,black (59).jpg,#874830,135,72,48,97,152,154,35.73
black (6).jpg,Black,210,165,145,182,142,145,ok,black (6).jpg,#A86A4C,168,106,76,130,149,155,20.13
black (62).jpg,Black,208,168,148,184,140,144,ok,black (62).jpg,#936753,147,103,83,122,143,146,24.38
black (63).jpg,Black,209,165,151,182,142,141,ok,black (63).jpg,#A36856,163,104,86,127,150,148,21.46
black (64).jpg,Black,213,164,132,181,142,152,ok,black (64).jpg,#955238,149,82,56,108,153,155,30.29
black (65).jpg,Black,216,170,134,186,140,153,ok,black (65).jpg,#A15B36,161,91,54,117,153,161,27.43
black (67).jpg,Black,211,170,159,186,141,139,ok,black (67).jpg,#805232,128,82,50,100,144,155,36.08
black (69).jpg,Black,214,172,136,187,138,152,ok,black (69).jpg,#9D6941,157,105,65,125,144,159,23.97
black (7).jpg,Black,194,142,120,162,145,148,ok,black (7).jpg,#7F4024,127,64,36,88,153,157,34.88
black (70).jpg,Black,203,173,163,186,137,137,ok,black (70).jpg,#6C3A27,108,58,39,77,148,149,49.11
black (71).jpg,Black,214,169,152,186,142,143,ok,black (71).jpg,#895847,137,88,71,108,146,146,31.8
black (72).jpg,Black,213,165,142,183,142,147,ok,black (72).jpg,#86441B,134,68,27,93,153,164,38.88
black (73).jpg,Black,203,176,155,188,134,142,ok,black (73).jpg,#8E6548,142,101,72,118,141,151,27.55
black (74).jpg,Black,191,167,154,179,135,138,ok,black (74).jpg,#593E21,89,62,33,73,136,151,49.66
black (75).jpg,Black,202,173,139,185,133,149,ok,black (75).jpg,#5F4639,95,70,57,82,137,140,45.87
black (76).jpg,Black,207,175,146,188,135,147,ok,black (76).jpg,#604E3A,96,78,58,88,132,143,43.14
black (77).jpg,Black,221,171,145,189,143,148,ok,black (77).jpg,#A96C50,169,108,80,132,149,154,21.48
black (78).jpg,Black,207,167,149,183,140,143,ok,black (78).jpg,#9C603E,156,96,62,119,149,157,25.53
black (79).jpg,Black,227,167,127,187,145,157,ok,black (79).jpg,#B06B44,176,107,68,133,152,161,20.41
black (80).jpg,Black,205,176,166,189,137,137,ok,black (80).jpg,#915D3E,145,93,62,114,146,154,29.86
black (81).jpg,Black,187,159,148,173,137,138,ok,black (81).jpg,#795348,121,83,72,100,142,141,31.81
black (82).jpg,Black,222,170,148,188,144,147,ok,black (82).jpg,#985030,152,80,48,108,155,160,32.45
black (83).jpg,Black,208,159,150,178,145,140,ok,black (83).jpg,#542A1D,84,42,29,57,146,145,60.2
black (84).jpg,Black,191,148,132,166,142,143,ok,black (84).jpg,#81513D,129,81,61,101,146,148,28.89
black (85).jpg,Black,190,164,156,177,136,136,ok,black (85).jpg,#542E23,84,46,35,60,144,143,57.78
black (86).jpg,Black,217,165,131,183,143,153,ok,black (86).jpg,#8F593E,143,89,62,110,147,153,29.86
black (87).jpg,Black,203,159,141,176,142,144,ok,black (87).jpg,#825343,130,83,67,102,146,145,31.72
black (88).jpg,Black,211,165,141,182,142,147,ok,black (88).jpg,#733C30,115,60,48,82,151,146,44.94
black (89).jpg,Black,202,157,143,175,143,142,ok,black (89).jpg,#6D4A2B,109,74,43,88,139,152,39.31
black (9).jpg,Black,219,164,128,183,144,155,ok,black (9).jpg,#92522C,146,82,44,106,151,161,31.89
black (90).jpg,Black,209,167,132,182,139,152,ok,black (90).jpg,#815036,129,80,54,100,146,152,34.74
black (91).jpg,Black,211,163,137,181,142,148,ok,black (91).jpg,#8D4D32,141,77,50,102,153,156,33.35
black (93).jpg,Black,216,157,127,178,146,152,ok,black (93).jpg,#773516,119,53,22,78,155,160,46.14
black (94).jpg,Black,214,174,154,189,140,144,ok,black (94).jpg,#9C664C,156,102,76,124,147,152,25.06
black (95).jpg,Black,212,164,139,182,142,148,ok,black (95).jpg,#985A39,152,90,57,114,150,158,27.58
black (96).jpg,Black,186,158,145,172,136,139,ok,black (96).jpg,#5A4439,90,68,57,79,136,138,43.65
black (97).jpg,Black,198,149,125,168,143,148,ok,black (97).jpg,#875138,135,81,56,102,148,152,29.04
black (98).jpg,Black,209,167,150,183,141,143,ok,black (98).jpg,#6E4635,110,70,53,86,143,145,42.81
black (99).jpg,Black,211,164,146,182,143,144,ok,black (99).jpg,#623F3D,98,63,61,78,143,136,47.35
brown (102).jpg,Brown,212,166,141,183,141,147,ok,brown (102).jpg,#A46950,164,105,80,128,149,152,21.34
brown (111).jpg,Brown,204,166,146,181,139,144,ok,brown (111).jpg,#A2634B,162,99,75,124,151,152,22.54
brown (112).jpg,Brown,212,174,151,188,138,145,ok,brown (112).jpg,#9A6449,154,100,73,121,147,152,26.14
brown (21).jpg,Brown,217,165,128,183,142,155,ok,brown (21).jpg,#A5663A,165,102,58,126,149,163,22.24
brown (22).jpg,Brown,209,168,144,184,140,146,ok,brown (22).jpg,#995C38,153,92,56,115,149,159,27.75
brown (38).jpg,Brown,215,170,143,186,141,148,ok,brown (38).jpg,#AD6638,173,102,56,128,152,165,22.38
brown (53).jpg,Brown,213,161,131,180,143,151,ok,brown (53).jpg,#9E6946,158,105,70,126,145,156,21.24
brown (56).jpg,Brown,206,159,151,178,144,139,ok,brown (56).jpg,#A4645B,164,100,91,126,153,144,20.61
brown (82).jpg,Brown,217,163,150,183,146,143,ok,brown (82).jpg,#9E6D62,158,109,98,130,146,142,20.42
brown (83).jpg,Brown,222,162,127,182,146,155,ok,brown (83).jpg,#A66650,166,102,80,127,151,151,21.53
brown (95).jpg,Brown,214,176,150,190,138,147,ok,brown (95).jpg,#A07457,160,116,87,134,142,151,20.91
